region,country,asn,org_name,org_id,info_type,score,prefix
isolated_islands_indian_ocean,MV,55944,Ooredoo Maldives Plc,7679,NSP,60,150.107.198.0/24
isolated_islands_indian_ocean,MV,55944,Ooredoo Maldives Plc,7679,NSP,60,43.231.29.0/24
isolated_islands_indian_ocean,MV,55944,Ooredoo Maldives Plc,7679,NSP,60,216.183.221.0/24
isolated_islands_indian_ocean,MV,55944,Ooredoo Maldives Plc,7679,NSP,60,2404:ab80:9::/48
isolated_islands_indian_ocean,MV,55944,Ooredoo Maldives Plc,7679,NSP,60,2404:ab80:2::/48
isolated_islands_indian_ocean,MV,55944,Ooredoo Maldives Plc,7679,NSP,60,216.183.217.0/24
isolated_islands_indian_ocean,MV,55944,Ooredoo Maldives Plc,7679,NSP,60,202.153.87.0/24
isolated_islands_indian_ocean,MV,55944,Ooredoo Maldives Plc,7679,NSP,60,103.15.54.0/24
isolated_islands_indian_ocean,MV,55944,Ooredoo Maldives Plc,7679,NSP,60,216.183.220.0/24
isolated_islands_indian_ocean,MV,55944,Ooredoo Maldives Plc,7679,NSP,60,2404:ab80:5::/48
